en_text,vn_text,confidence,labels
en: It is difficult for me to book a secret garden ticket in advance.,vi: Thật khó cho tôi để đặt một vé vườn bí mật trước.,0.9865606853,
"en: Beautiful, refreshing, harmonious, it makes the stress of a metropolitan city like Seoul go away instaneously.","vi: Đẹp, tươi mát, hài hoà, nó làm cho sự căng thẳng của một thành phố đô thị như Seoul biến mất ngay lập tức.",0.9865612303,
"en: I was really looking forward to visiting Huwon (secret garden), but I found the tour to be stifling.","vi: Tôi rất mong được đến thăm Huwon (khu vườn bí mật), nhưng tôi thấy chuyến tham quan này thật ngột ngạt.",0.9865993772,
"en: Indeed, we abandoned the trip (which costed more than the visit to the palace) less than half way through.","vi: Thật vậy, chúng tôi đã bỏ chuyến đi (chi phí nhiều hơn chuyến thăm cung điện) chưa đầy nửa chặng đường.",0.9866025107,
"en: Sure it is one of a kind to visit a royal palace, but in Seoul, they all looked the same to me.","vi: Chắc chắn là một trong những loại để thăm một cung điện hoàng gia, nhưng ở Seoul, họ đều giống nhau đối với tôi.",0.9866030557,
"en: The place is huge and takes some time to see, so bring water and enjoy a very unique experience.","vi: Nơi này rất rộng và cần thời gian để quan sát, vì vậy hãy mang theo nước và tận hưởng một trải nghiệm rất độc đáo.",0.9866247177,
"en: What they lack in size and grandeur, they make up for in aesthetics.","vi: Những gì họ thiếu về kích thước và sự hùng vĩ, họ bù đắp cho nó về mặt thẩm mỹ.",0.9866504669,
"en: It has all the elements of other palaces, but if you miss to visit it, you will regret it for sure.","vi: Nó có tất cả các yếu tố của các cung điện khác, nhưng nếu bạn bỏ lỡ nó, bạn sẽ hối hận vì điều đó.",0.98666702,
"en: It is a lot of walking for old folks to do and a bit of uphill and downhill especially at the last leg of the Huwon tour, so wear good walking shoes.","vi: Những người già thường phải đi bộ rất nhiều, và có một chút khó khăn khi leo lên dốc, đặc biệt là ở chặng cuối của tour diễn Huwon, vì vậy bạn nên mang giày đi bộ tốt.",0.9866768973,
"en: There is construction, so the free tours are cut short.","vi: Có xây dựng, nên các tour du lịch miễn phí bị cắt ngắn.",0.9866798265,
en: This one is similar but Gyeongbokgung had more to offer.,vi: Cái này cũng tương tự nhưng Gyeongbokgung có nhiều hơn để cung cấp.,0.9866906575,
"en: There are 5 palaces in Seoul, but we chose to visit this one purely for the secret garden tour and we were glad we did.","vi: Seoul có 5 cung điện, nhưng chúng tôi chọn nơi này chỉ để tham quan khu vườn bí mật và chúng tôi rất vui vì đã đến.",0.9866908618,
en: The tour guide will tell you stories about building in it.,vi: Hướng dẫn viên du lịch sẽ kể cho bạn nghe những câu chuyện về việc xây dựng trong đó.,0.9867018291,
"en: Bring extra batteries for your camera, and don't miss out on the Secret Garden.","vi: Mang thêm pin cho máy ảnh, và đừng bỏ lỡ Khu vườn bí mật.",0.9867045539,
en: I was part of the morning English tour which was very informative.,"vi: Tôi tham gia chuyến đi buổi sáng bằng tiếng Anh, nó rất bổ ích.",0.9867127282,
en: It was a pity that we didn't spend much time at the palace and wish to try the Korean customs.,vi: Thật đáng tiếc là chúng tôi không dành nhiều thời gian ở cung điện và muốn thử các phong tục của Hàn Quốc.,0.986714295,
"en: If you'd like, any places in the area rent these (I know I saw a few in the Insadong market)

My favorite thing about visiting the palaces is that they are literally right in the middle of the city.","vi: Nếu bạn muốn, bất cứ nơi nào trong khu vực đều có thể thuê chúng (Tôi biết tôi đã thấy một vài trong chợ Insadong) Điều tôi thích khi tham quan các cung điện là chúng thực sự ở ngay giữa thành phố.",0.9867164748,
en: The Secret Garden - what a disappointment.,"vi: Khu vườn bí mật, thật là thất vọng.",0.9867287363,
"en: But while the buildings of the later are arranged in accurate architectural principle, the edifices of the Changdeokgung Palace are disposed more freely.","vi: Tuy nhiên, trong khi các tòa nhà của sau này được sắp xếp theo nguyên tắc kiến trúc chính xác, các tòa nhà của Cung điện Changdeokgung được xử lý tự do hơn.",0.9867378644,
en: Changdeokgung is without a doubt the better of the two.,vi: Changdeokgung chắc chắn là giỏi hơn cả hai.,0.9867409979,
en: You must come to this place if you're in Seoul.,vi: Nếu ở Seoul thì cô phải đến nơi này.,0.9867432458,
"en: For a Palace, it is certainly not imposing as the Gyeongbokgung one and certainly no surprise why many princes chose to have their palace here.","vi: Đối với một cung điện, nó chắc chắn không ấn tượng như Gyeongbokgung và chắc chắn không có gì ngạc nhiên tại sao nhiều hoàng tử chọn để có cung điện của họ ở đây.",0.9867452894,
en: You'll feel the history by roaming its wide parks and corridors.,vi: Bạn sẽ cảm nhận được lịch sử bằng cách đi lang thang trong các công viên và hành lang rộng lớn.,0.9867454938,
"en: It was smaller than Gyeongbok palace, which I love more than it
Because it's cozy and has more tree and good ambiance!","vi: Nó nhỏ hơn cung điện Gyeongbok, mà tôi yêu nó hơn vì nó ấm cúng và có nhiều cây cối và không khí tốt!",0.9867628642,
"en: In this palace, there haveany trees and surrounding was awesome.","vi: Trong cung điện này, có rất nhiều cây cối và xung quanh thật tuyệt vời.",0.9867754664,
en: The palace is very large with magnificent gardens right in the middle of Seoul.,vi: Cung điện rất lớn với những khu vườn lộng lẫy ngay giữa Seoul.,0.986784935,
en: But it's crowning glory is the Secret Garden.,vi: Nhưng vinh quang đang ngự trị là Khu vườn bí mật.,0.986790657,
en: Very cool to see a 13th century palace smack in the middle of the city.,vi: Thật tuyệt khi thấy một cung điện thế kỷ 13 ngay giữa thành phố.,0.986800875,
"en: Not as grand as Gyeongbok Palace, but the Secret Garden is well worth the visit.","vi: Không lớn như cung điện Gyeongbok, nhưng Khu vườn bí mật rất đáng để ghé thăm.",0.9868082319,
"en: Smaller and less powerful presence than the main palace, but more beautiful and peaceful atmosphere.","vi: Sự hiện diện nhỏ hơn và ít mạnh mẽ hơn so với cung điện chính, nhưng bầu không khí đẹp và yên bình hơn.",0.9868194716,
en: But I wouldn't waste your time going inside.,vi: Nhưng tôi sẽ không phí thời gian của anh vào trong.,0.9868493761,
en: Feel the uniqueness of beauty in Korea that does not seek glamor.,vi: Cảm nhận sự độc đáo của vẻ đẹp ở Hàn Quốc mà không tìm kiếm sự quyến rũ.,0.9868537358,
"en: Check for the guided tour timings before going, if not you may waste your time.","vi: Kiểm tra thời gian hướng dẫn trước khi đi, nếu không bạn có thể lãng phí thời gian.",0.9868541445,
"en: Maybe the secret garden would have been more interesting, but the ticket for the garden was a little bit too expensive.","vi: Có lẽ khu vườn bí mật sẽ thú vị hơn, nhưng vé cho khu vườn hơi đắt một chút.",0.9868670872,
en: Changdeokgung was really well-preserved.,vi: Changdeokgung được bảo quản rất tốt.,0.9869071415,
"en: If you are not travelling with kids, I really recommend that you have to follow the guided tour as the guide knows so much.","vi: Nếu bạn không đi du lịch với trẻ em, tôi thực sự khuyên bạn nên theo dõi các hướng dẫn viên du lịch như hướng dẫn viên biết rất nhiều.",0.9869087083,
"en: If you haven't got a ticket, there is a ticket booth there so you can still get in.","vi: Nếu bạn không có vé, có một phòng vé ở đó để bạn vẫn có thể vào.",0.9869194712,
"en: Less crowded than the main palace Gyeongbokgung, it is the perfect place to take pictures with no one in the background.","vi: Ít đông đúc hơn cung điện chính Gyeongbokgung, đây là nơi hoàn hảo để chụp ảnh mà không có ai ở phía sau.",0.9869437899,
"en: On the day of our visit, the entrance ticket was free except for access to the Secret Garden which I did not take.","vi: Vào ngày chúng tôi đến thăm, vé vào cửa miễn phí, trừ việc được vào Khu vườn bí mật mà tôi không lấy.",0.986943858,
en: Classic Korean palace.,vi: Cung điện cổ điển Hàn Quốc.,0.9869456291,
"en: I'm sure it would be worth going in other times of the year, especially the secret garden.","vi: Tôi chắc là nó sẽ đáng để đi vào những thời điểm khác trong năm, đặc biệt là khu vườn bí mật.",0.9869647707,
en: It's also good for a look at the beautiful pavilions and libraries within the Huwon.,vi: Nó cũng rất tốt để ngắm các gian hàng và thư viện xinh đẹp trong khu Huwon.,0.9869903156,
"en: Did you ever know the greatness of the Republic of Korea, which has never invaded other nations and has maintained a single nation for more than 5,000 years, despite constant foreign invasions?","vi: Bạn đã bao giờ biết sự vĩ đại của Hàn Quốc, nước chưa bao giờ xâm lược các quốc gia khác và duy trì một quốc gia duy nhất trong hơn 5.000 năm, bất chấp những cuộc xâm lược liên tục của nước ngoài?",0.9869932447,
en: It tells you about history of palace.,vi: Nó cho bạn biết về lịch sử của cung điện.,0.9870076861,
"en: We spent hours walking around to see where the King lived and where his wife lived, etc.!","vi: Chúng tôi đã dành hàng giờ đi bộ xung quanh để xem nhà vua sống ở đâu và vợ ông ta sống ở đâu, vv!",0.9870087079,
"en: As we need to visit several attractions in our tour, we were not able to stay to visit the Secret Gardens which according to our guide, was very beautiful and nice!","vi: Vì chúng tôi cần phải tham quan một số điểm tham quan trong chuyến đi, chúng tôi đã không thể ở lại để tham quan Vườn bí mật, theo hướng dẫn viên của chúng tôi, rất đẹp và đẹp!",0.987018449,
"en: Quite big area, and important to Koreans","vi: Khu vực khá rộng, và quan trọng đối với người Hàn Quốc",0.9870266233,
en: [If anyone affiliated with the Imperial Household Agency in Kyoto reads this: You might want to take this tour to see how you should be conducting yours... seriously].,vi: [Nếu bất cứ ai liên quan đến Cơ quan Hoàng gia ở Kyoto đọc được điều này: Bạn có thể muốn tham quan để xem bạn nên làm như thế nào để thực hiện... nghiêm túc].,0.9870319366,
"en: Although the weather that time is so cold, we explore the expansive area as much as we could.","vi: Mặc dù thời tiết lúc đó rất lạnh, chúng tôi khám phá khu vực rộng lớn càng nhiều càng tốt.",0.9870344571,
"en: If possible, it would be better to show the function of each building by putting in furniture used.","vi: Nếu có thể, sẽ tốt hơn nếu bạn thể hiện chức năng của từng toà nhà bằng cách đặt đồ nội thất được sử dụng.",0.9870351383,
en: This place is very easy to get to via subway/bus.,vi: Nơi này rất dễ đến bằng tàu điện ngầm/xe buýt.,0.9870392936,
en: Loved walking in its alleys.,vi: Thích đi trong ngõ hẻm.,0.9870444707,
en: ENjoy the ceremony of the changing of the guard where real Korean's are the actors dressed in their ceremonial garb.,vi: Hãy tận hưởng buổi lễ thay đổi của các bảo vệ nơi mà người Hàn Quốc thực sự là các diễn viên mặc trang phục nghi lễ của họ.,0.9870493753,
"en: Our lady guide was excellent, her English command is very good and at each place she would tell us the history & story behind the spots that we visited.","vi: Người dẫn đường của chúng tôi rất xuất sắc, tiếng Anh của cô ấy rất tốt và ở mỗi nơi cô ấy sẽ kể cho chúng tôi nghe lịch sử và câu chuyện đằng sau những điểm chúng tôi đã ghé thăm.",0.9870679038,
"en: The palace has an impressive gate way which is welcoming and peaceful, also provides an insight into Korean architecture.","vi: Cung điện có một lối đi cổng ấn tượng chào đón và yên bình, cũng cung cấp một cái nhìn sâu sắc về kiến trúc Hàn Quốc.",0.9870757375,
"en: Amazing site, beautiful shrines, and breathtaking colours.","vi: Một địa điểm tuyệt vời, đền thờ đẹp, và những màu sắc ngoạn mục.",0.9871328218,
en: The Huwon tour though is definitely my highlight to Changdeokgung Palace.,vi: Nhưng tour diễn ở Huwon chắc chắn là điểm nhấn của tôi ở Changdeokgung Palace.,0.9871371814,
en: It amazes me at how well thought out .... only a guided tour can explain what this.,vi: Tôi ngạc nhiên khi nghĩ ra cách này hay đến thế chỉ có một chuyến tham quan có hướng dẫn viên mới giải thích được.,0.9871496473,
en: Allow plenty of time to visit this palace is you are going to do the Secret Garden guided tour (recommended).,vi: Dành nhiều thời gian để đến thăm cung điện này là bạn sẽ được hướng dẫn tham quan Secret Garden (được khuyến nghị).,0.987163135,
en: I went in summer and everything is green and beautiful.,vi: Tôi đi vào mùa hè và mọi thứ đều xanh tươi và đẹp đẽ.,0.9871668816,
en: There are also small differences in each one and English markers are placed throughout...,vi: Cũng có sự khác biệt nhỏ trong mỗi cái và dấu tiếng Anh được đặt trong suốt...,0.9871805736,
"en: However, the Huwon or Secret Garden of Changdeokgung is undeniably beautiful, a must visit if you are in Seoul during autumn or winter.","vi: Tuy nhiên, Huwon hay Khu vườn bí mật của Changdeokgung không thể phủ nhận là đẹp, bạn phải ghé thăm nếu bạn ở Seoul vào mùa thu hoặc mùa đông.",0.9871822085,
en: We just came to Korea from Japan and agree with a previous poster's sentiments.,vi: Chúng tôi vừa từ Nhật Bản đến Hàn Quốc và đồng ý với quan điểm của một người đăng trước đó.,0.987201895,
en: Koreans are piecing together their past and culture.,vi: Người Hàn Quốc đang chắp nối quá khứ và văn hoá của họ.,0.9872025762,
en: It was the main reason I went...,vi: Đó là lý do chính tôi đến...,0.9872034618,
"en: And dont forget to take pics while exploring, for memories!!","vi: Và đừng quên chụp ảnh khi thám hiểm, để lưu giữ ký ức!!",0.9872154508,
"en: Because, personally, I feel like the palace layout is quite similiar to other palace.","vi: Bởi vì, cá nhân tôi cảm thấy cách bố trí cung điện khá giống với các cung điện khác.",0.9872181756,
en: It does not seek to overwhelm (as does Gyeongbokgung) but rather to consistently impress and inspire awe.,vi: Nó không tìm cách áp đảo (như Gyeongbokgung) mà là để liên tục gây ấn tượng và truyền cảm hứng cho sự kinh ngạc.,0.9872192655,
en: Secret Garden was overrated and the sights was the same throughout the garden- pagodas and ponds everywhere,vi: Khu vườn bí mật được đánh giá cao và các điểm tham quan là như nhau trên khắp các khu vườn - chùa và ao ở khắp mọi nơi,0.9872234889,
en: Wear comfortable shoes as there is a lot of walking.,vi: Đi giày thoải mái vì bạn phải đi bộ nhiều.,0.9872247151,
en: We then went to the 11.30 Secret Garden tour - good but we abandonded half way through to make another engagement - beautiful gardens.,vi: Sau đó chúng tôi đi tour Secret Garden lúc 11 giờ 30 - rất tốt nhưng chúng tôi bỏ dở nửa chặng đường để làm một khu vườn đẹp khác.,0.9872519629,
en: It was beautiful and also a bit sad to see the pound in the format of the unified Koreas (South and North) and makes you wish that one day they become the same country again.,vi: Nó đã được đẹp và cũng có một chút buồn khi nhìn thấy bảng Anh trong các định dạng của Hàn Quốc thống nhất (Nam và Bắc) và làm cho bạn ước rằng một ngày nào đó họ trở thành cùng một quốc gia một lần nữa.,0.9872528485,
en: its not expensive and is interesting and informative.,"vi: Nó không đắt tiền, thú vị và giàu thông tin.",0.9872713089,
en: Couldn't really blame them when the landscape was so beautiful.,vi: Không thể trách họ khi phong cảnh đẹp như vậy.,0.9872835704,
"en: The most original of Korea's UNESCO heritage temples, but still 70% was rebuilt after the Japanese destroyed it during its occupation.","vi: Đây là ngôi đền di sản đầu tiên của Hàn Quốc được UNESCO công nhận, nhưng vẫn còn 70% được xây dựng lại sau khi Nhật Bản phá hủy nó trong thời gian chiếm đóng.",0.9872862952,
"en: At first it was built for the purpose of second royal villa, but then Changdeokgung Palace had become a primary royal residential palace for the longest time as many Joseon Dynasty kings loved this place.","vi: Ban đầu nó được xây dựng với mục đích là biệt thự hoàng gia thứ hai, nhưng sau đó Cung điện Changdeokgung đã trở thành một cung điện dân cư hoàng gia chính trong thời gian dài vì nhiều vị vua triều đại Joseon yêu thích nơi này.",0.987291881,
en: The building here has more character and not that many tourists.,vi: Toà nhà ở đây có nhiều đặc điểm hơn và không có nhiều khách du lịch.,0.9872936521,
"en: It's 3000 won entrance fee and you have to pay extra for the secret garden, which I think is what everyone wants to see.","vi: 3000 won phí vào cửa và bạn phải trả thêm cho khu vườn bí mật, mà tôi nghĩ rằng là những gì mọi người muốn xem.",0.9872984205,
"en: ...palace in town
The ambiance is really special
Nice and well maintained garden
Not so big not so small
Perfect place to see the beauties of the Korean Architecture or just relax , go through all the others buildings less crowded",vi:...cung điện trong thị trấn Không khí rất đặc biệt Khu vườn đẹp và được duy tu tốt Không quá lớn cũng không quá nhỏ Một nơi hoàn hảo để ngắm nhìn vẻ đẹp của kiến trúc Hàn Quốc hoặc chỉ đơn giản là thư giãn. đi qua tất cả các toà nhà khác ít đông đúc hơn.,0.987304415,
"en: For the secret garden, there are steep slopes and also stairs that you have to climb.","vi: Đối với khu vườn bí mật, có những sườn dốc và cũng có những bậc thang mà bạn phải leo lên.",0.9873103414,
"en: However Changdeokgung is good enough to enjoy the gung with nice weather, beautiful building and so on.","vi: Tuy nhiên, Changdeokgung đủ tốt để thưởng thức khí công với thời tiết đẹp, toà nhà đẹp và vân vân.",0.9873252596,
en: This unique Korean palace was built in harmony with the landscape and is a true beauty.,vi: Cung điện độc đáo này của Hàn Quốc được xây dựng hài hòa với phong cảnh và là một vẻ đẹp thực sự.,0.98732778,
"en: You can see the place in under an hour if you hustle, but I would suggest spending a few hours to take in the many great views.","vi: Bạn có thể thấy nơi đó trong vòng chưa đến một giờ nếu bạn hối hả, nhưng tôi khuyên bạn nên dành vài giờ để tận hưởng những khung cảnh tuyệt vời.",0.9873294149,
"en: Cheap to get in (3,000 Won) I was surprised to see so many locals dressed up in traditional clothes.",vi: Rẻ tiền để vào (3.000 won) Tôi đã ngạc nhiên khi thấy rất nhiều người dân địa phương mặc quần áo truyền thống.,0.9873398372,
en: This palace is located as well in Jongno adjacent to Gyeongbokgung - only a few minutes walk away.,"vi: Cung điện này cũng nằm ở Jongno, gần Gyeongbokgung, chỉ cách đó vài phút đi bộ.",0.9873437881,
en: It feels less imposing.,vi: Nó ít oai hơn.,0.9873594557,
"en: If you choose not to take a tour of the Palace grounds, make sure you grab one of the little green information booklets (free) from the entrance gate, as there isn't much signage to tell you what you're looking at.","vi: Nếu bạn không muốn tham quan khu vực của Cung điện, hãy chắc chắn rằng bạn cầm lấy một trong những cuốn sách thông tin màu xanh lá cây nhỏ (miễn phí) từ cổng vào, vì không có nhiều biển báo để cho bạn biết những gì bạn đang nhìn thấy.",0.9873668807,
"en: with hanbok, you go inside for free.","vi: với Hanbok, anh vào trong miễn phí.",0.9873685837,
en: My mom was cooling resting at the cafe enjoying the view of trees.,vi: Mẹ tôi đang nghỉ ngơi trong quán cà phê tận hưởng khung cảnh cây cối.,0.9873695374,
"en: We booked a secret garden tour online, book well in advance, and it was worth it.","vi: Chúng tôi đã đặt một tour du lịch vườn bí mật trực tuyến, đặt trước rất nhiều, và nó rất đáng giá.",0.987380164,
"en: We were lucky that it was Korean special holiday, and all the locals were visiting dressed in their traditional national outfits.","vi: Chúng tôi may mắn vì đó là ngày lễ đặc biệt của Hàn Quốc, và tất cả người dân địa phương đến thăm đều mặc trang phục truyền thống của dân tộc họ.",0.9873909269,
"en: So we walked from one building to another, with some being able to enter or taking a look from outside on the interior structure of the palaces, such as the King's chair and office, paintings etc!","vi: Vì vậy, chúng tôi đi bộ từ tòa nhà này sang tòa nhà khác, với một số có thể đi vào hoặc nhìn từ bên ngoài về cấu trúc bên trong của cung điện, chẳng hạn như ghế của nhà vua và văn phòng, tranh vẽ, vv!",0.987398965,
"en: There was an extra entrance fee for the secret garden, which according to the guide books was the gem of this site.","vi: Có thêm một khoản phí vào cửa cho khu vườn bí mật, mà theo sách hướng dẫn là viên ngọc của địa điểm này.",0.987400668,
"en: We visited the palace in autumn when the leaves were turning, making the Secret Garden a magical tour.","vi: Chúng tôi đến thăm cung điện vào mùa thu khi lá đang ngả, khiến cho Khu vườn bí mật trở thành một chuyến tham quan kỳ diệu.",0.9874007361,
en: The guide did a wonderful job of conveying the feel of life in the palace and within the garden.,"vi: Vị hướng đạo đã làm một công việc tuyệt vời, truyền đạt cảm giác về cuộc sống trong cung điện và trong khu vườn.",0.9874033928,
en: The garden can only be viewed by guided tour and it is highly recommended that you book this ahead of time.,vi: Khu vườn chỉ có thể được quan sát bằng hướng dẫn viên du lịch và bạn nên đặt trước.,0.9874128614,
"en: Visited on a Saturday morning, a little busy but not overwhelming.","vi: Đến vào sáng thứ Bảy, hơi bận nhưng không quá tải.",0.9874231475,
en: We were fortunately to get 2 of the last 3 slots for a late morning tour.,vi: Chúng tôi may mắn có được 2 trong 3 suất cuối cùng cho chuyến lưu diễn buổi sáng.,0.9874285289,
"en: There’s a fair amount of walking and stairs for outdoors (we were fine, ages 23, 58 & 70) and it was the largest palace garden we saw in Seoul and Kyoto.","vi: Có khá nhiều lối đi bộ và cầu thang cho bên ngoài (chúng tôi đều ổn, tuổi 23, 58 & 70) và đó là khu vườn cung điện lớn nhất chúng tôi thấy ở Seoul và Kyoto.",0.98743827,
"en: So, if you're tight with time you can skip the Garden tour, as the entire experience (Palace + Gardens) takes you almost 4 hours.","vi: Vì vậy, nếu bạn không có nhiều thời gian, bạn có thể bỏ qua tour tham quan Garden, vì toàn bộ trải nghiệm (Cung điện + Vườn) sẽ mất gần 4 giờ.",0.9874852044,
en: some of the buildings have some furniture inside but not may.,vi: Một số toà nhà có đồ nội thất bên trong nhưng không thể.,0.9874948093,
"en: A bit smaller than Gyeongbokgung Palace, but still beautiful and impressive.","vi: Nhỏ hơn Cung điện Gyeongbokgung một chút, nhưng vẫn đẹp và ấn tượng.",0.9875063215,
"en: Lots of walking, and some steep hills, that you can opt out of walking, but all in all I got some great pictures, and had a good time.","vi: Đi bộ rất nhiều, và một vài ngọn đồi dốc, mà bạn có thể chọn không đi bộ, nhưng tất cả trong tất cả tôi đã có một số bức ảnh tuyệt vời, và đã có một thời gian vui vẻ.",0.9875129972,
"en: All buildings were the same and very plain, may interested those architectural lovers.","vi: Tất cả các tòa nhà đều giống nhau và rất đơn giản, có thể làm những người yêu thích kiến trúc quan tâm.",0.9875149727,
"en: Besides, Changdeokgung Secret Garden has a great location where people can easily come by public transportation.","vi: Ngoài ra, Khu vườn bí mật Changdeokgung có một vị trí tuyệt vời nơi mọi người có thể dễ dàng đến bằng phương tiện giao thông công cộng.",0.9875285285,
"en: You're free to walk around by yourself without a tour, plenty of opportunities to take photos, the tour isn't really essential unless you want to learn a lot about the history.","vi: Bạn có thể tự do đi lại một mình mà không cần tour du lịch, có nhiều cơ hội để chụp ảnh, tour du lịch không thực sự cần thiết trừ khi bạn muốn tìm hiểu nhiều về lịch sử.",0.9875288691,
"en: Even so, the bedroom looked very fake.","vi: Dù vậy, phòng ngủ trông rất giả.",0.9875304358,
en: its a wonderful little hike and the forest area dotted with pavilions and ponds and libraries are well worth the my to seoul.,vi: Nó là một cuộc đi bộ nhỏ tuyệt vời và khu rừng rải rác với gian hàng và ao và thư viện là giá trị my đến seoul.,0.9875335012,
"en: If you have been to gyeongbukgong, you might feel that this is just another palace.","vi: Nếu bạn đã từng đến gyeongbukgong, bạn có thể cảm thấy rằng đây chỉ là một cung điện khác.",0.9875628608,
"en: Bring water and go to the restroom before going on the tour, as there is only one store and restroom facilities in the middle of the tour which lasts about 1 1/2 hours","vi: Mang theo nước và đi vệ sinh trước khi đi du lịch, vì chỉ có một cửa hàng và nhà vệ sinh ở giữa chuyến tham quan kéo dài khoảng 1 1/2 giờ",0.9875847272,
en: There are a lot of details that we would have missed if we did it on our own.,vi: Có rất nhiều chi tiết mà chúng ta sẽ bỏ lỡ nếu chúng ta tự làm.,0.9876089096,
"en: This is the largest palace in Seoul but less crowded, and much more interesting.","vi: Đây là cung điện lớn nhất Seoul nhưng ít đông đúc hơn, và thú vị hơn nhiều.",0.9876130649,
"en: The reason is to protect cultural relics, and we can only look in in front of the palace.","vi: Lý do là để bảo vệ di tích văn hoá, và chúng ta chỉ có thể nhìn vào phía trước cung điện.",0.9876313891,
en: They are very different and unique in their own way.,vi: Chúng rất khác nhau và độc đáo theo cách riêng của chúng.,0.9876527105,
en: It definitely some stamina as the guide walk you roughly 1.5km up and down path.,"vi: Chắc chắn là có sức chịu đựng khi hướng dẫn viên dẫn bạn đi lên đi xuống khoảng 1,5km.",0.9876550266,
en: You can also do special self guided tours at the moment so you can explore at your own pace.,vi: Bạn cũng có thể tham gia các tour du lịch đặc biệt do chính bạn hướng dẫn vào lúc này để khám phá theo tiến độ riêng của mình.,0.987664359,
"en: The Changdeokgung Palace is a must see - it is a very large compound so be prepared to walk, and their are no tours and very limited information on each of the different spots within the Palace so you may want to do some reading before hand.","vi: Cung điện Changdeokgung là nơi cần được tham quan - đây là một khu phức hợp rất lớn nên bạn cần chuẩn bị đi bộ, không có tour du lịch và thông tin rất hạn chế về từng điểm khác nhau trong cung điện nên bạn có thể muốn đọc trước.",0.9876826831,
"en: As an ethnic Chinese, one could not but be amazed by the wide use of traditional Chinese characters for designated palaces and literary arts of display, and wondered at the historical link between the two countries.","vi: Là một người Hoa, người ta không thể không ngạc nhiên bởi việc sử dụng rộng rãi các chữ Hán phồn thể cho các cung điện được chỉ định và nghệ thuật văn học để trưng bày, và tự hỏi về mối liên hệ lịch sử giữa hai nước.",0.9876887458,
"en: At each stop, the guide provides an introduction and overview and gives us some time to walk around the area and take photos.","vi: Tại mỗi điểm dừng, hướng dẫn viên cung cấp một giới thiệu và tổng quan và cho chúng tôi một số thời gian để đi bộ xung quanh khu vực và chụp ảnh.",0.9876925605,
"en: I was disappointed by the other palaces of Seoul, but Changdeokdung is something special and a nice place to visit.","vi: Tôi đã thất vọng bởi các cung điện khác của Seoul, nhưng Changdeokdung là một cái gì đó đặc biệt và một nơi tốt đẹp để tham quan.",0.9877015523,
en: The information about the garden is worth the visit.,vi: Thông tin về khu vườn rất đáng để ghé thăm.,0.9877038683,
en: If you struggle with mobility in any way or are in poor health some of the inclines will make this garden extremely difficult if not impossible for you.,vi: Nếu bạn gặp khó khăn trong việc di chuyển hoặc sức khoẻ kém thì một số độ dốc sẽ khiến khu vườn này cực kỳ khó khăn nếu không muốn nói là không thể.,0.9877086367,
"en: However, what sets it apart from the main palace complex is that enclosed in it is Huwon or The Secret Garden.","vi: Tuy nhiên, điều khiến nó khác biệt với khu phức hợp cung điện chính là nó được bao quanh bởi Huwon hay Khu vườn bí mật.",0.9877134051,
en: This palace is really underrated for its beauty.,vi: Cung điện này thật sự bị đánh giá thấp về vẻ đẹp của nó.,0.98771395,
en: A very large site with numerous buildings and gardens.,vi: Một địa điểm rất lớn với nhiều toà nhà và khu vườn.,0.9877211707,
"en: So if you're expecting a beautiful English garden with lots of flowers, you may be disappointed.","vi: Vì vậy, nếu bạn đang mong đợi một khu vườn Anh đẹp với nhiều hoa, bạn có thể sẽ thất vọng.",0.9877294813,
"en: There was a lot of traffic, for sure, but there was no time saving on a bus vs. a private cab.","vi: Chắc chắn là có nhiều xe cộ qua lại, nhưng không có thời gian tiết kiệm trên xe buýt so với một chiếc taxi riêng.",0.9877368382,
en: Stunning architecture and landscaping.,vi: Kiến trúc và cảnh quan tuyệt đẹp.,0.9877474649,
en: We have also done the secret park - this is the best one to see.,vi: Chúng tôi cũng đã làm công viên bí mật - đây là công viên tốt nhất để xem.,0.9877624512,
en: It really didn't feel like you're in the middle of a cosmopolitan city when you're standing in a pavillion next to a pond.,vi: Nó thực sự không giống như bạn đang ở giữa một thành phố quốc tế khi bạn đang đứng trong một triệu tỷ cạnh một cái ao.,0.9877764157,
en: The cool climate is not tiring though you have to walk from a somewhat spacious place.,"vi: Khí hậu mát mẻ không làm bạn mệt mỏi, mặc dù bạn phải đi bộ từ một nơi rộng rãi.",0.9877776418,
en: Tours of the Secret Garden are available in English -- our guide's English was excellent and she did a great job of helping us understand this gem.,vi: Các tour du lịch của Khu vườn bí mật đều có sẵn bằng tiếng Anh – tiếng Anh của hướng dẫn viên rất xuất sắc và cô đã làm rất tốt việc giúp chúng tôi hiểu viên ngọc này.,0.9877898352,
"en: However, if you include a guided tour of the Secret Gardens, you get to see the rest of the palace which is beautiful.","vi: Tuy nhiên, nếu bạn tham quan vườn bí mật dưới sự hướng dẫn của người hướng dẫn, bạn sẽ thấy phần còn lại của cung điện rất đẹp.",0.9878123147,
en: Not much different than the first palace except for its 'Secret Garden'.,vi: Không khác nhiều so với cung điện đầu tiên ngoại trừ 'Vườn bí mật' của nó.,0.9878187861,
"en: The place is not crowded, very spacious inside and will provide you with a lot of understanding about the Buddhist way of life.","vi: Nơi này không đông đúc, bên trong rất rộng rãi và sẽ cung cấp cho bạn rất nhiều sự hiểu biết về cách sống của Phật giáo.",0.9878236226,
